celebrity_name,season,year,wikipedia_title,wikipedia_url,total_pageviews,total_edits,status
Paula Deen,21,2015,Paula Deen,https://en.wikipedia.org/wiki/Paula_Deen,416444,122,Success
Mischa Barton,22,2016,Mischa Barton,https://en.wikipedia.org/wiki/Mischa_Barton,1358069,28,Success
Kim Fields,22,2016,Kim Fields,https://en.wikipedia.org/wiki/Kim_Fields,912405,85,Success
Jodie Sweetin,22,2016,Jodie Sweetin,https://en.wikipedia.org/wiki/Jodie_Sweetin,3920642,73,Success
Doug Flutie,22,2016,Doug Flutie,https://en.wikipedia.org/wiki/Doug_Flutie,1022980,128,Success
Von Miller,22,2016,Von Miller,https://en.wikipedia.org/wiki/Von_Miller,2210224,720,Success
Antonio Brown,22,2016,Antonio Brown,https://en.wikipedia.org/wiki/Antonio_Brown,1429112,572,Success
Paige VanZant,22,2016,Paige VanZant,https://en.wikipedia.org/wiki/Paige_VanZant,1568085,177,Success
Geraldo Rivera,22,2016,Geraldo Rivera,https://en.wikipedia.org/wiki/Geraldo_Rivera,842682,95,Success
Nyle DiMarco,22,2016,Nyle DiMarco,https://en.wikipedia.org/wiki/Nyle_DiMarco,1627258,319,Success
Ginger Zee,22,2016,Ginger Zee,https://en.wikipedia.org/wiki/Ginger_Zee,743733,56,Success
Wanya Morris,22,2016,Wanya Morris,https://en.wikipedia.org/wiki/Wanya_Morris,393803,10,Success
Marla Maples,22,2016,Marla Maples,https://en.wikipedia.org/wiki/Marla_Maples,8125003,253,Success
Jake T. Austin,23,2016,Jake T. Austin,https://en.wikipedia.org/wiki/Jake_T._Austin,1199272,34,Success
Maureen McCormick,23,2016,Maureen McCormick,https://en.wikipedia.org/wiki/Maureen_McCormick,1781147,60,Success
Marilu Henner,23,2016,Marilu Henner,https://en.wikipedia.org/wiki/Marilu_Henner,978445,48,Success
Ryan Lochte,23,2016,Ryan Lochte,https://en.wikipedia.org/wiki/Ryan_Lochte,2982304,521,Success
Calvin Johnson Jr.,23,2016,Calvin Johnson,https://en.wikipedia.org/wiki/Calvin_Johnson,1485822,448,Success
Laurie Hernandez,23,2016,Laurie Hernandez,https://en.wikipedia.org/wiki/Laurie_Hernandez,1581890,318,Success
Amber Rose,23,2016,Amber Rose,https://en.wikipedia.org/wiki/Amber_Rose,4575897,424,Success
Rick Perry,23,2016,Rick Perry,https://en.wikipedia.org/wiki/Rick_Perry,826678,265,Success
James Hinchcliffe,23,2016,James Hinchcliffe,https://en.wikipedia.org/wiki/James_Hinchcliffe,545926,89,Success
Babyface,23,2016,Babyface (musician),https://en.wikipedia.org/wiki/Babyface_(musician),737054,84,Success
Vanilla Ice,23,2016,Vanilla Ice,https://en.wikipedia.org/wiki/Vanilla_Ice,1441109,80,Success
Jana Kramer,23,2016,Jana Kramer,https://en.wikipedia.org/wiki/Jana_Kramer,1707311,138,Success
Terra Jole,23,2016,Dancing with the Stars (American TV series),https://en.wikipedia.org/wiki/Dancing_with_the_Stars_(American_TV_series),0,715,Success
Charo,24,2017,Charo,https://en.wikipedia.org/wiki/Charo,1961433,129,Success
Mr. T,24,2017,Mr. T,https://en.wikipedia.org/wiki/Mr._T,1843493,51,Success
Heather Morris,24,2017,Heather Morris,https://en.wikipedia.org/wiki/Heather_Morris,691195,75,Success
Nancy Kerrigan,24,2017,Nancy Kerrigan,https://en.wikipedia.org/wiki/Nancy_Kerrigan,2362017,104,Success
Bonner Bolton,24,2017,Bonner Bolton,https://en.wikipedia.org/wiki/Bonner_Bolton,373210,55,Success
Simone Biles,24,2017,Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,1238180,261,Success
David Ross,24,2017,David Ross (baseball),https://en.wikipedia.org/wiki/David_Ross_(baseball),757693,201,Success
Rashad Jennings,24,2017,Rashad Jennings,https://en.wikipedia.org/wiki/Rashad_Jennings,884474,116,Success
Chris Kattan,24,2017,Chris Kattan,https://en.wikipedia.org/wiki/Chris_Kattan,909538,63,Success
Erika Jayne,24,2017,Erika Jayne,https://en.wikipedia.org/wiki/Erika_Jayne,1421023,187,Success
Normani,24,2017,Normani,https://en.wikipedia.org/wiki/Normani,1632,435,Success
Nick Viall,24,2017,Nick Viall,https://en.wikipedia.org/wiki/Nick_Viall,248256,88,Success
Sasha Pieterse,25,2017,Sasha Pieterse,https://en.wikipedia.org/wiki/Sasha_Pieterse,1330647,168,Success
Frankie Muniz,25,2017,Frankie Muniz,https://en.wikipedia.org/wiki/Frankie_Muniz,2141520,195,Success
Jordan Fisher,25,2017,Jordan Fisher,https://en.wikipedia.org/wiki/Jordan_Fisher,1397516,126,Success
Derek Fisher,25,2017,Derek Fisher,https://en.wikipedia.org/wiki/Derek_Fisher,629109,88,Success
Nikki Bella,25,2017,Nikki Bella,https://en.wikipedia.org/wiki/Nikki_Bella,3115522,641,Success
Terrell Owens,25,2017,Terrell Owens,https://en.wikipedia.org/wiki/Terrell_Owens,1243732,596,Success
Victoria Arlen,25,2017,Victoria Arlen,https://en.wikipedia.org/wiki/Victoria_Arlen,714410,24,Success
Barbara Corcoran,25,2017,Barbara Corcoran,https://en.wikipedia.org/wiki/Barbara_Corcoran,1251685,65,Success
Lindsey Stirling,25,2017,Lindsey Stirling,https://en.wikipedia.org/wiki/Lindsey_Stirling,1501365,176,Success
Debbie Gibson,25,2017,Debbie Gibson,https://en.wikipedia.org/wiki/Debbie_Gibson,889211,72,Success
Nick Lachey,25,2017,Nick Lachey,https://en.wikipedia.org/wiki/Nick_Lachey,1142121,50,Success
Drew Scott,25,2017,Drew Scott,https://en.wikipedia.org/wiki/Drew_Scott,975277,464,Success
Vanessa Lachey,25,2017,Vanessa Lachey,https://en.wikipedia.org/wiki/Vanessa_Lachey,970093,38,Success
Jamie Anderson,26,2018,Jamie Anderson (snowboarder),https://en.wikipedia.org/wiki/Jamie_Anderson_(snowboarder),345458,46,Success
Johnny Damon,26,2018,Johnny Damon,https://en.wikipedia.org/wiki/Johnny_Damon,357296,24,Success
Kareem Abdul-Jabbar,26,2018,Kareem Abdul-Jabbar,https://en.wikipedia.org/wiki/Kareem_Abdul-Jabbar,3152865,133,Success
Arike Ogunbowale,26,2018,Arike Ogunbowale,https://en.wikipedia.org/wiki/Arike_Ogunbowale,51692,35,Success
Jennie Finch Daigle,26,2018,Jennie Finch,https://en.wikipedia.org/wiki/Jennie_Finch,350815,47,Success
Chris Mazdzer,26,2018,Chris Mazdzer,https://en.wikipedia.org/wiki/Chris_Mazdzer,196107,43,Success
Mirai Nagasu,26,2018,Mirai Nagasu,https://en.wikipedia.org/wiki/Mirai_Nagasu,820929,133,Success
Tonya Harding,26,2018,Tonya Harding,https://en.wikipedia.org/wiki/Tonya_Harding,10642024,1813,Success
Josh Norman,26,2018,Josh Norman,https://en.wikipedia.org/wiki/Josh_Norman,331029,240,Success
Adam Rippon,26,2018,Adam Rippon,https://en.wikipedia.org/wiki/Adam_Rippon,1425534,230,Success
Juan Pablo Di Pace,27,2018,Juan Pablo Di Pace,https://en.wikipedia.org/wiki/Juan_Pablo_Di_Pace,577909,44,Success
Evanna Lynch,27,2018,Evanna Lynch,https://en.wikipedia.org/wiki/Evanna_Lynch,1038138,123,Success
Nancy McKeon,27,2018,Nancy McKeon,https://en.wikipedia.org/wiki/Nancy_McKeon,888149,69,Success
John Schneider,27,2018,John Schneider (screen actor),https://en.wikipedia.org/wiki/John_Schneider_(screen_actor),1113704,115,Success
Milo Manheim,27,2018,Milo Manheim,https://en.wikipedia.org/wiki/Milo_Manheim,929796,246,Success
Danelle Umstead,27,2018,Danelle Umstead,https://en.wikipedia.org/wiki/Danelle_Umstead,189859,11,Success
Mary Lou Retton,27,2018,Mary Lou Retton,https://en.wikipedia.org/wiki/Mary_Lou_Retton,911859,84,Success
DeMarcus Ware,27,2018,DeMarcus Ware,https://en.wikipedia.org/wiki/DeMarcus_Ware,453456,32,Success
Nikki Glaser,27,2018,Nikki Glaser,https://en.wikipedia.org/wiki/Nikki_Glaser,841092,54,Success
Bobby Bones,27,2018,Bobby Bones,https://en.wikipedia.org/wiki/Bobby_Bones,855656,166,Success
Tinashe,27,2018,Tinashe,https://en.wikipedia.org/wiki/Tinashe,1163249,415,Success
Alexis Ren,27,2018,Alexis Ren,https://en.wikipedia.org/wiki/Alexis_Ren,975502,182,Success
Joe Amabile,27,2018,Joe Amabile,https://en.wikipedia.org/wiki/Joe_Amabile,44569,4,Success
Kate Flannery,28,2019,Kate Flannery,https://en.wikipedia.org/wiki/Kate_Flannery,649234,71,Success
James Van Der Beek,28,2019,James Van Der Beek,https://en.wikipedia.org/wiki/James_Van_Der_Beek,1480010,71,Success
Kel Mitchell,28,2019,Kel Mitchell,https://en.wikipedia.org/wiki/Kel_Mitchell,1071445,163,Success
Ray Lewis,28,2019,Ray Lewis,https://en.wikipedia.org/wiki/Ray_Lewis,1085511,130,Success
Lamar Odom,28,2019,Lamar Odom,https://en.wikipedia.org/wiki/Lamar_Odom,1399474,59,Success
Sailor Brinkley-Cook,28,2019,Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,2266796,339,Success
Sean Spicer,28,2019,Sean Spicer,https://en.wikipedia.org/wiki/Sean_Spicer,731924,38,Success
Mary Wilson,28,2019,Mary Wilson (singer),https://en.wikipedia.org/wiki/Mary_Wilson_(singer),464617,31,Success
Lauren Alaina,28,2019,Lauren Alaina,https://en.wikipedia.org/wiki/Lauren_Alaina,704976,120,Success
Ally Brooke,28,2019,Ally Brooke,https://en.wikipedia.org/wiki/Ally_Brooke,973231,362,Success
Karamo Brown,28,2019,Karamo Brown,https://en.wikipedia.org/wiki/Karamo_Brown,1820858,86,Success
Hannah Brown,28,2019,Hannah Brown,https://en.wikipedia.org/wiki/Hannah_Brown,892652,155,Success
Anne Heche,29,2020,Anne Heche,https://en.wikipedia.org/wiki/Anne_Heche,2030527,48,Success
Jesse Metcalfe,29,2020,Jesse Metcalfe,https://en.wikipedia.org/wiki/Jesse_Metcalfe,1522583,69,Success
Chrishell Stause,29,2020,Chrishell Stause,https://en.wikipedia.org/wiki/Chrishell_Stause,3454832,80,Success
Skai Jackson,29,2020,Skai Jackson,https://en.wikipedia.org/wiki/Skai_Jackson,1405707,102,Success
Justina Machado,29,2020,Justina Machado,https://en.wikipedia.org/wiki/Justina_Machado,950052,54,Success
Charles Oakley,29,2020,Charles Oakley,https://en.wikipedia.org/wiki/Charles_Oakley,713318,15,Success
Veron Davis,29,2020,The Road from Home,https://en.wikipedia.org/wiki/The_Road_from_Home,3339,4,Success
Johnny Weir,29,2020,Johnny Weir,https://en.wikipedia.org/wiki/Johnny_Weir,665830,221,Success
Nev Schulman,29,2020,Nev Schulman,https://en.wikipedia.org/wiki/Nev_Schulman,919436,50,Success
AJ McLean,29,2020,AJ McLean,https://en.wikipedia.org/wiki/AJ_McLean,668746,96,Success
Nelly,29,2020,Nelly,https://en.wikipedia.org/wiki/Nelly,1439364,37,Success
Kaitlyn Bristowe,29,2020,Kaitlyn Bristowe,https://en.wikipedia.org/wiki/Kaitlyn_Bristowe,633968,47,Success
Carole Baskin,29,2020,Carole Baskin,https://en.wikipedia.org/wiki/Carole_Baskin,8957891,429,Success
Monica Aldama,29,2020,Monica Aldama,https://en.wikipedia.org/wiki/Monica_Aldama,410498,57,Success
Jeannie Mai,29,2020,Jeannie Mai,https://en.wikipedia.org/wiki/Jeannie_Mai,1191954,126,Success
Martin Kove,30,2021,Martin Kove,https://en.wikipedia.org/wiki/Martin_Kove,1203876,200,Success
Brian Austin Green,30,2021,Brian Austin Green,https://en.wikipedia.org/wiki/Brian_Austin_Green,2634189,115,Success
Melora Hardin,30,2021,Melora Hardin,https://en.wikipedia.org/wiki/Melora_Hardin,1579107,51,Success
Matt James,30,2021,Matt James (television personality),https://en.wikipedia.org/wiki/Matt_James_(television_personality),638048,60,Success
"Mike ""The Miz"" Mizanin",30,2021,The Miz,https://en.wikipedia.org/wiki/The_Miz,1231814,163,Success
Suni Lee,30,2021,Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,6685016,532,Success
Iman Shumpert,30,2021,Iman Shumpert,https://en.wikipedia.org/wiki/Iman_Shumpert,1361438,142,Success
Cody Rigsby,30,2021,Cody Rigsby,https://en.wikipedia.org/wiki/Cody_Rigsby,54956,16,Success
Melanie C,30,2021,Melanie C,https://en.wikipedia.org/wiki/Melanie_C,1170104,165,Success
Jimmie Allen,30,2021,Jimmie Allen,https://en.wikipedia.org/wiki/Jimmie_Allen,722102,110,Success
Olivia Jade,30,2021,Olivia Jade,https://en.wikipedia.org/wiki/Olivia_Jade,755136,82,Success
JoJo Siwa,30,2021,JoJo Siwa,https://en.wikipedia.org/wiki/JoJo_Siwa,4836759,186,Success
Christine Chiu,30,2021,Dancing with the Stars (American TV series) season 30,https://en.wikipedia.org/wiki/Dancing_with_the_Stars_(American_TV_series)_season_30,0,2072,Success
Kenya Moore,30,2021,Kenya Moore,https://en.wikipedia.org/wiki/Kenya_Moore,553778,96,Success
Amanda Kloots,30,2021,Amanda Kloots,https://en.wikipedia.org/wiki/Amanda_Kloots,984673,55,Success
Jason Lewis,31,2022,Jason Lewis (actor),https://en.wikipedia.org/wiki/Jason_Lewis_(actor),299469,15,Success
Cheryl Ladd,31,2022,Cheryl Ladd,https://en.wikipedia.org/wiki/Cheryl_Ladd,764256,24,Success
Selma Blair,31,2022,Selma Blair,https://en.wikipedia.org/wiki/Selma_Blair,2414891,54,Success
Joseph Baena,31,2022,Joseph Baena,https://en.wikipedia.org/wiki/Joseph_Baena,418731,117,Success
Trevor Donovan,31,2022,Trevor Donovan,https://en.wikipedia.org/wiki/Trevor_Donovan,575787,25,Success
Daniel Durant,31,2022,Daniel Durant,https://en.wikipedia.org/wiki/Daniel_Durant,700278,41,Success
Wayne Brady,31,2022,Wayne Brady,https://en.wikipedia.org/wiki/Wayne_Brady,983611,51,Success
Sam Champion,31,2022,Sam Champion,https://en.wikipedia.org/wiki/Sam_Champion,192491,12,Success
Jessie James Decker,31,2022,Jessie James Decker,https://en.wikipedia.org/wiki/Jessie_James_Decker,669000,68,Success
Jordin Sparks,31,2022,Jordin Sparks,https://en.wikipedia.org/wiki/Jordin_Sparks,717789,109,Success
Heidi D'Amelio,31,2022,Dancing with the Stars (American TV series),https://en.wikipedia.org/wiki/Dancing_with_the_Stars_(American_TV_series),1335108,317,Success
Charli D'Amelio,31,2022,Charli D'Amelio,https://en.wikipedia.org/wiki/Charli_D%27Amelio,2330896,184,Success
Teresa Giudice,31,2022,Teresa Giudice,https://en.wikipedia.org/wiki/Teresa_Giudice,668671,85,Success
Vinny Guadagnino,31,2022,Vinny Guadagnino,https://en.wikipedia.org/wiki/Vinny_Guadagnino,361345,82,Success
Shangela,31,2022,Shangela,https://en.wikipedia.org/wiki/Shangela,336379,73,Success
Gabby Windey,31,2022,Gabby Windey,https://en.wikipedia.org/wiki/Gabby_Windey,383604,66,Success
Jamie Lynn Spears,32,2023,Jamie Lynn Spears,https://en.wikipedia.org/wiki/Jamie_Lynn_Spears,3423592,279,Success
Mira Sorvino,32,2023,Mira Sorvino,https://en.wikipedia.org/wiki/Mira_Sorvino,2380433,67,Success
Barry Williams,32,2023,Barry Williams (actor),https://en.wikipedia.org/wiki/Barry_Williams_(actor),1123277,30,Success
Alyson Hannigan,32,2023,Alyson Hannigan,https://en.wikipedia.org/wiki/Alyson_Hannigan,2228849,58,Success
Xochitl Gomez,32,2023,Xochitl Gomez,https://en.wikipedia.org/wiki/Xochitl_Gomez,1479002,141,Success
Adrian Peterson,32,2023,Adrian Peterson,https://en.wikipedia.org/wiki/Adrian_Peterson,1115849,63,Success
Matt Walsh,32,2023,Matt Walsh (political commentator),https://en.wikipedia.org/wiki/Matt_Walsh_(political_commentator),1496290,577,Success
Tyson Beckford,32,2023,Tyson Beckford,https://en.wikipedia.org/wiki/Tyson_Beckford,416809,30,Success
Jason Mraz,32,2023,Jason Mraz,https://en.wikipedia.org/wiki/Jason_Mraz,1345123,117,Success
Lele Pons,32,2023,Lele Pons,https://en.wikipedia.org/wiki/Lele_Pons,979353,120,Success
Harry Jowsey,32,2023,Harry Jowsey,https://en.wikipedia.org/wiki/Harry_Jowsey,87252,2,Success
Mauricio Umansky,32,2023,Mauricio Umansky,https://en.wikipedia.org/wiki/Mauricio_Umansky,79157,31,Success
Charity Lawson,32,2023,Jenn Tran,https://en.wikipedia.org/wiki/Jenn_Tran,0,0,Success
Ariana Madix,32,2023,Ariana Madix,https://en.wikipedia.org/wiki/Ariana_Madix,1134525,244,Success
Tori Spelling,33,2024,Tori Spelling,https://en.wikipedia.org/wiki/Tori_Spelling,1135199,52,Success
Eric Roberts,33,2024,Eric Roberts filmography,https://en.wikipedia.org/wiki/Eric_Roberts_filmography,246587,36,Success
Reginald VelJohnson,33,2024,Reginald VelJohnson,https://en.wikipedia.org/wiki/Reginald_VelJohnson,931266,67,Success
Chandler Kinney,33,2024,Chandler Kinney,https://en.wikipedia.org/wiki/Chandler_Kinney,408968,62,Success
Dwight Howard ,33,2024,Dwight Howard,https://en.wikipedia.org/wiki/Dwight_Howard,1797883,79,Success
Danny Amendola,33,2024,Danny Amendola,https://en.wikipedia.org/wiki/Danny_Amendola,1531397,73,Success
Stephen Nedoroscik,33,2024,Stephen Nedoroscik,https://en.wikipedia.org/wiki/Stephen_Nedoroscik,1332032,305,Success
Ilona Maher,33,2024,Ilona Maher,https://en.wikipedia.org/wiki/Ilona_Maher,2709146,184,Success
Anna Delvey,33,2024,Anna Delvey,https://en.wikipedia.org/wiki/Anna_Delvey,79886,104,Success
Brooks Nader,33,2024,Brooks Nader,https://en.wikipedia.org/wiki/Brooks_Nader,680762,68,Success
Phaedra Parks,33,2024,Phaedra Parks,https://en.wikipedia.org/wiki/Phaedra_Parks,592503,71,Success
Jenn Tran,33,2024,Jenn Tran,https://en.wikipedia.org/wiki/Jenn_Tran,503683,45,Success
Joey Graziadei,33,2024,Joey Graziadei,https://en.wikipedia.org/wiki/Joey_Graziadei,960753,80,Success
Corey Feldman,34,2025,Corey Feldman,https://en.wikipedia.org/wiki/Corey_Feldman,2453269,196,Success
Danielle Fishel,34,2025,Danielle Fishel,https://en.wikipedia.org/wiki/Danielle_Fishel,1457994,65,Success
Elaine Hendrix,34,2025,Elaine Hendrix,https://en.wikipedia.org/wiki/Elaine_Hendrix,1357163,40,Success
Baron Davis,34,2025,Baron Davis,https://en.wikipedia.org/wiki/Baron_Davis,377556,18,Success
Jordan Chiles,34,2025,Jordan Chiles,https://en.wikipedia.org/wiki/Jordan_Chiles,592414,63,Success
Andy Richter,34,2025,Andy Richter,https://en.wikipedia.org/wiki/Andy_Richter,944473,59,Success
Robert Irwin,34,2025,Robert Irwin (conservationist),https://en.wikipedia.org/wiki/Robert_Irwin_(conservationist),549700,147,Success
Hilaria Baldwin,34,2025,Hilaria Baldwin,https://en.wikipedia.org/wiki/Hilaria_Baldwin,2527971,30,Success
Lauren Jauregui,34,2025,Lauren Jauregui,https://en.wikipedia.org/wiki/Lauren_Jauregui,511434,52,Success
Scott Hoying,34,2025,Scott Hoying,https://en.wikipedia.org/wiki/Scott_Hoying,486278,66,Success
Alix Earle,34,2025,Alix Earle,https://en.wikipedia.org/wiki/Alix_Earle,2959943,90,Success
Jen Affleck,34,2025,Jan Ravnik,https://en.wikipedia.org/wiki/Jan_Ravnik,77361,29,Success
Whitney Leavitt,34,2025,Whitney Leavitt,https://en.wikipedia.org/wiki/Whitney_Leavitt,128544,33,Success
Dylan Efron,34,2025,Dylan Efron,https://en.wikipedia.org/wiki/Dylan_Efron,1402920,83,Success
