season,week,celebrity_name,v_predicted_share,ci_lower,ci_upper,ci_std,mu_base,sigma
3,Week_8,Monique Coleman,0.2438534406334486,0.10861246493802565,0.41715971472414254,0.0810212736461199,-0.1029479361069064,0.3925204548721925
3,Week_8,Joey Lawrence,0.1628653231325657,0.10587167597419728,0.4167632162536587,0.08126202825077429,-0.0922834250043871,0.3810082902255934
3,Week_8,Mario Lopez,0.2316618722292344,0.10934236748002282,0.4008810168377159,0.07965648541360727,-0.0906622273485956,0.3731812834769987
3,Week_8,Emmitt Smith,0.3616193640047511,0.11785962553938005,0.531683622361148,0.10536325132320618,0.1180033324999942,0.4917400827296984
3,Week_9,Joey Lawrence,0.2206563280519266,0.13593917573227765,0.5140429221440176,0.09782036146858927,-0.0922834250043871,0.3810082902255934
3,Week_9,Mario Lopez,0.432385174507246,0.1402956581949345,0.515965074483638,0.09985205860077818,-0.0906622273485956,0.3731812834769987
3,Week_9,Emmitt Smith,0.3469584974408273,0.1593214019279729,0.6397129702826801,0.12428831851830573,0.1180033324999942,0.4917400827296984
4,Week_1,John Ratzenberger,0.0728385076811134,0.04295407503503848,0.14265028234674654,0.026683603988489967,-0.042848411575656,0.3075416628653333
4,Week_1,Ian Ziering,0.0631621738155402,0.03749925584964281,0.15832562706516848,0.030408669382173282,-0.0711934827322055,0.3494303027620201
4,Week_1,Clyde Drexler,0.1106280360725612,0.03964265210559206,0.21659424251834222,0.045954983025391784,0.1317874010526887,0.4698624582737807
4,Week_1,Laila Ali,0.0920147975352274,0.03210883187772171,0.23800087192015407,0.050356169651915375,0.1052361449969729,0.5231950753086952
4,Week_1,Apolo Anton Ohno,0.0815516236553716,0.033112903238504056,0.20752151570241636,0.04876063817824949,0.0968729058423999,0.543170242184746
4,Week_1,Shandi Finnessey,0.1029824873705598,0.040837162212179055,0.14960608484906215,0.028132960509350678,-0.0351711571509698,0.34359080365801
4,Week_1,Paulina Porizkova,0.089232684516453,0.043577649926617584,0.14512471603332844,0.027210803675863805,-0.012658127277063,0.3125003575070105
4,Week_1,Heather Mills,0.1073229815783385,0.04350394682559179,0.14218782494894755,0.025944237632404343,-0.0237798879241956,0.3090707173049585
4,Week_1,Billy Ray Cyrus,0.1256681996224511,0.03758391410764368,0.1740739535064933,0.03586635679215311,0.0027783366952076,0.4170896037550304
4,Week_1,Joey Fatone,0.068911501085677,0.029799256018564507,0.19807210655300506,0.044407729250363126,-0.0010685147967253,0.5010934481139699
4,Week_1,Leeza Gibbons,0.0856870070667063,0.043510173509859355,0.1722026110143881,0.034119549527185,0.0858441558901265,0.3715648550747488
4,Week_10,Laila Ali,0.1910137788257783,0.11778597950142597,0.6454662648491372,0.13620071569352926,0.1052361449969729,0.5231950753086952
4,Week_10,Apolo Anton Ohno,0.544152685461547,0.1276088262377919,0.643603436072859,0.1389705901581512,0.0968729058423999,0.543170242184746
4,Week_10,Joey Fatone,0.2648335357126746,0.10453224601043112,0.5724296972492794,0.12351869019563184,-0.0010685147967253,0.5010934481139699
4,Week_2,John Ratzenberger,0.0849354447863239,0.042070473089379584,0.14256887586406344,0.026286432902917756,-0.042848411575656,0.3075416628653333
4,Week_2,Ian Ziering,0.082012852935173,0.03720647708570002,0.14546780369590145,0.028801576360456504,-0.0711934827322055,0.3494303027620201
4,Week_2,Clyde Drexler,0.1015836397690475,0.03970433255720061,0.2111808336241673,0.04469077524477444,0.1317874010526887,0.4698624582737807
4,Week_2,Laila Ali,0.1954180205254324,0.03629428775431121,0.22006319298136975,0.048444897191973375,0.1052361449969729,0.5231950753086952
4,Week_2,Apolo Anton Ohno,0.2070254258303935,0.029825824489989286,0.22349704751619903,0.05215203383962366,0.0968729058423999,0.543170242184746
4,Week_2,Shandi Finnessey,0.0445681798792484,0.04112996255420024,0.15665532366205978,0.028660941865180138,-0.0351711571509698,0.34359080365801
4,Week_2,Paulina Porizkova,0.0806706882673789,0.04187990309699879,0.14630959861548673,0.026548687935542416,-0.012658127277063,0.3125003575070105
4,Week_2,Heather Mills,0.0732914589742349,0.04309319346075395,0.14071418222150475,0.026593976151987726,-0.0237798879241956,0.3090707173049585
4,Week_2,Billy Ray Cyrus,0.0544250801178969,0.035952785029881924,0.18292836350981842,0.03748148009863439,0.0027783366952076,0.4170896037550304
4,Week_2,Joey Fatone,0.0370137854832991,0.03004868974507906,0.19502229664015092,0.04416103164055716,-0.0010685147967253,0.5010934481139699
4,Week_2,Leeza Gibbons,0.0390554234315709,0.0447886748473903,0.18540656271918063,0.036271688444096194,0.0858441558901265,0.3715648550747488
4,Week_3,John Ratzenberger,0.0781188205450024,0.046954583300437974,0.153156926163029,0.028426947295745155,-0.042848411575656,0.3075416628653333
4,Week_3,Ian Ziering,0.0707261701123014,0.04138107001398587,0.16433898756486734,0.03221749662074494,-0.0711934827322055,0.3494303027620201
4,Week_3,Clyde Drexler,0.1132146251861456,0.04139328337578791,0.22179233325404973,0.047194859215967,0.1317874010526887,0.4698624582737807
4,Week_3,Laila Ali,0.0854325239619834,0.03545754317087869,0.24197566917433158,0.05453755192646921,0.1052361449969729,0.5231950753086952
4,Week_3,Apolo Anton Ohno,0.1480076322429858,0.03659608730104205,0.26279662800811876,0.05855257047535695,0.0968729058423999,0.543170242184746
4,Week_3,Shandi Finnessey,0.1248334620474736,0.04377403662831253,0.16466404271911703,0.03183591498078205,-0.0351711571509698,0.34359080365801
4,Week_3,Heather Mills,0.0693459169220689,0.046462190969758975,0.15653755236479536,0.029310395856006678,-0.0237798879241956,0.3090707173049585
4,Week_3,Billy Ray Cyrus,0.0704933382853425,0.041923923305448654,0.19190052875375083,0.038999623433774694,0.0027783366952076,0.4170896037550304
4,Week_3,Joey Fatone,0.1698325646099335,0.03420926846799972,0.23264517656332692,0.048412735243890566,-0.0010685147967253,0.5010934481139699
4,Week_3,Leeza Gibbons,0.0699949460867624,0.04842690797721217,0.19168209893295526,0.03628836870516363,0.0858441558901265,0.3715648550747488
4,Week_4,John Ratzenberger,0.1399875697200481,0.051220492323936606,0.1684819677834991,0.03155086103518692,-0.042848411575656,0.3075416628653333
4,Week_4,Ian Ziering,0.1656138575129227,0.044645198879357605,0.17654344849172773,0.03414594032551389,-0.0711934827322055,0.3494303027620201
4,Week_4,Clyde Drexler,0.085149054247451,0.04465257732888436,0.2563618425343958,0.05477546511258551,0.1317874010526887,0.4698624582737807
4,Week_4,Laila Ali,0.1029778666883648,0.04049537515849039,0.26924860982475457,0.058083754242876956,0.1052361449969729,0.5231950753086952
4,Week_4,Apolo Anton Ohno,0.1201641731392472,0.03835932941841917,0.2763791929735959,0.06271596874024173,0.0968729058423999,0.543170242184746
4,Week_4,Heather Mills,0.0578679294041709,0.052245976013088925,0.1756919845923561,0.03171040975393032,-0.0237798879241956,0.3090707173049585
4,Week_4,Billy Ray Cyrus,0.2048470852595809,0.04432826024119777,0.22157430277975085,0.04445919101070992,0.0027783366952076,0.4170896037550304
4,Week_4,Joey Fatone,0.0302877340313795,0.039429662325272494,0.23375290841546728,0.050399661476562226,-0.0010685147967253,0.5010934481139699
4,Week_4,Leeza Gibbons,0.0931047299968348,0.0533490073313991,0.2194431049098455,0.04289674881243939,0.0858441558901265,0.3715648550747488
4,Week_5,John Ratzenberger,0.093867006568159,0.054901818420741856,0.19181567760353674,0.03631665606929886,-0.042848411575656,0.3075416628653333
4,Week_5,Ian Ziering,0.2046263795443161,0.05284866509119425,0.1966009074381385,0.038104443042205664,-0.0711934827322055,0.3494303027620201
4,Week_5,Clyde Drexler,0.130719054215728,0.05332747164147976,0.2722153582371623,0.05655632445212404,0.1317874010526887,0.4698624582737807
4,Week_5,Laila Ali,0.0577123081333915,0.047488291576633215,0.30479376632071953,0.06869360334740254,0.1052361449969729,0.5231950753086952
4,Week_5,Apolo Anton Ohno,0.1614645755292005,0.04724363768358981,0.3051880372274207,0.0680404116556777,0.0968729058423999,0.543170242184746
4,Week_5,Heather Mills,0.117368538150358,0.05553893109148344,0.19681952673766312,0.03624714001367201,-0.0237798879241956,0.3090707173049585
4,Week_5,Billy Ray Cyrus,0.1882792751311066,0.04937993236504177,0.23287209692214328,0.04756925089364688,0.0027783366952076,0.4170896037550304
4,Week_5,Joey Fatone,0.0459628627277401,0.04336448644088432,0.26770749966174623,0.058378299928597985,-0.0010685147967253,0.5010934481139699
4,Week_6,John Ratzenberger,0.1625408638418117,0.06621119307187233,0.22665395161584756,0.04210197913665204,-0.042848411575656,0.3075416628653333
4,Week_6,Ian Ziering,0.1699967141509283,0.05840521380546362,0.22694902208570056,0.04442841926058052,-0.0711934827322055,0.3494303027620201
4,Week_6,Laila Ali,0.0993311677631656,0.054988467596422286,0.34588570993199924,0.07347525801330562,0.1052361449969729,0.5231950753086952
